710:2.103431 -0.001999017 0.7364868 1.0580854 1.2729456 -0.28553066 0.64262664 -1.2124512 0.37530738 -0.36628097
205:0.55781 0.003688472 -0.050542302 -0.29794624 0.062366698 -0.6529701 0.9504525 -0.1497186 0.3673687 0.2016032
45:-0.08322742 -0.09676735 -0.116114855 -0.4557128 -0.12323481 -0.9014315 0.55560154 -0.18780705 0.35204974 0.19868648
515:-0.025543675 0.24302664 -0.060005687 -0.8129801 -0.24679738 -0.6157305 0.41440925 0.35511008 0.6226095 0.16544743
574:0.25192025 -0.43253818 -0.03887713 -0.0781668 0.4380229 -0.6809554 0.9103323 -0.107846946 0.31486824 0.14151588
858:-0.10663092 -0.07012891 0.19400562 0.46957922 0.4962778 -0.060117163 -0.36684412 0.3091633 0.4034954 0.16685425
619:1.3356811 0.03468753 0.46624002 0.508794 0.8782863 -0.13789073 0.45199177 -0.7094066 0.20889506 -0.17555118
507:0.16433477 -0.45634955 0.40306213 -0.274188 -0.024537332 -0.4717608 0.29211643 0.13824765 -0.30227193 -0.058441143
113:1.5561216 0.26998618 0.6639816 0.20023094 1.0430506 -0.19202837 0.527991 -0.13877872 0.20943256 -0.089343265
34:-0.08190221 0.16947772 -0.3947176 0.44859827 0.11752641 -0.012059325 0.60465664 0.46451196 -0.05800959 -0.015225415
563:0.4291248 -0.37250277 0.3906615 -0.34499288 -0.020452956 -0.38328436 0.68364656 0.18937194 0.4740654 -0.06187004
381:0.36894873 0.46543586 0.19459435 -0.5253676 -0.6776024 -0.71494085 0.30721366 -0.24052046 0.17282759 -0.17862155
455:0.15546177 0.56338924 0.64121294 0.114531696 -0.4578916 -0.5373428 0.35215864 -1.019429 0.28687164 -0.27299258
67:2.1879153 -0.5684025 0.19892977 -0.048685476 0.83772784 0.27230296 1.025416 -0.38155603 1.3100238 -0.38909954
388:0.4935445 -0.05223115 0.029907767 -0.20931973 0.2374528 -0.41893873 0.5264884 0.6776018 0.6248689 0.28619102
974:0.29105037 0.035923384 0.97559255 -0.3181184 0.4917162 0.27707678 0.76765287 0.6299116 0.41021055 -0.08233242
310:1.0849489 0.11013588 0.5431143 0.68489605 0.029109038 0.07168808 0.94589496 -1.452566 0.5516877 -1.1026524
169:0.3184679 0.6002171 0.5355633 0.2945044 -0.76697844 -0.39738944 0.39446235 -1.3462486 0.044287194 -0.52531415
444:0.30021042 -0.6523523 0.31910408 -0.06061258 -0.25185418 -0.5717347 0.70041233 -0.45755634 0.2688234 0.08292226
120:0.9355461 0.37671486 0.4820438 0.5100352 0.38441092 -0.337443 0.37867564 -0.5156164 0.1796808 -0.3223112
193:-0.23425941 0.07482928 0.10375898 -0.5009851 0.0043941108 -0.78053576 0.16226384 -0.39459327 -0.017444085 -0.4111703
713:1.9308763 -0.1901526 0.37990955 -0.29455322 0.8657219 0.15246776 1.0650251 -0.539942 0.6380243 -0.61776924
302:0.50322837 -0.24217029 0.26725927 -0.39441606 -0.031022333 -0.4235408 0.66165686 0.39230177 0.59016794 0.13615914
153:-0.31511924 0.17956375 0.73255306 0.8572603 -0.63427097 -0.16456707 0.2828885 -0.0009089531 -1.0227911 0.0661954
844:1.7364295 -0.5456129 0.46096325 -0.36161646 0.76824206 -0.09537902 1.3188759 0.031079527 1.2002461 -0.3544234
335:0.4552491 -0.7139423 0.36975867 -0.3764002 0.25581244 -0.4253438 0.8081081 0.26258203 0.22865787 0.10547592
885:0.8795751 0.17221911 0.4075188 0.26588327 0.80515075 0.2643065 0.6738698 -0.5365556 0.6760743 -0.5414367
735:0.21314338 -1.0773171 0.4005892 0.2839519 0.6151777 -0.4242052 0.40750378 -0.2773419 0.3876226 -0.11473045
664:1.4645559 -0.10291245 0.3712077 0.30125865 0.77423304 -0.15206891 0.4968114 -0.41935614 0.65881073 -0.6217869
93:0.7496801 -0.23997477 0.46510652 0.31729862 0.014927549 -0.7138009 0.3623253 -1.0331373 -0.10328441 -0.45492068
158:-0.266199 0.82722104 0.22673003 -0.09964016 -0.25094375 -0.44115436 0.02270766 -0.69546914 0.09789924 -0.95686024
458:0.8921918 -0.31899455 0.74050874 -0.12292048 -0.047722593 -0.3456823 0.7132218 -0.27641067 0.38552624 -0.6584773
997:1.2747382 -0.6548663 0.3483418 -0.24319084 0.68787956 -0.14668213 0.6003718 0.3540819 0.81605047 -0.5251647
182:1.2281489 0.3184259 0.4285818 -0.28570256 0.076627195 -0.65352696 0.8452605 -0.30801612 0.52869034 -0.35707638
147:0.41661116 -0.2728712 0.15925582 0.06875734 -0.09723864 -0.7111613 0.27783838 -0.022133723 0.38186553 -0.028698845
616:-0.29337692 0.3475277 0.4962292 0.21004647 -0.4469961 -0.50496763 0.43615487 -0.8730152 0.34618902 0.11934039
589:-0.26603445 -0.18698633 -0.14600693 0.41770256 -0.13673872 -0.19701357 -0.21760376 0.33955497 -0.21722591 -0.13309942
544:0.7904855 -0.5848838 0.8097044 -0.30895182 0.078050405 -0.42372406 0.3875112 -0.60586315 -0.7415957 -0.748348
436:0.8504267 -0.48493227 0.65824866 -0.36777493 0.15355802 -0.35474038 0.36751342 -0.43790045 -0.48135403 -0.6516968
862:0.8883591 -0.10239685 0.21952672 -0.27409068 0.5516064 -0.13950217 0.94521844 0.08550284 0.63259196 0.055979148
836:1.0361598 -0.14907154 1.0268644 0.456523 0.44247597 -0.31844527 -0.08836344 -0.4540642 -0.20498799 -0.53104323
697:0.9996541 -0.16067964 0.3626643 0.05380738 0.8802511 -0.23535241 0.39469478 -0.16128021 0.34897664 -0.42931724
12:0.7064629 -0.06444793 0.81984735 0.7316881 0.53531253 -0.55361676 -0.19066547 -0.9385427 0.21810919 -0.20118365
223:-0.44411016 -0.38023832 -0.28680748 -0.040589564 0.23802567 -0.6192635 0.014354249 0.092414945 0.170172 0.04691483
541:-0.4249208 -0.56875616 0.08623593 0.17532189 0.4811933 -0.037352663 -0.051533464 0.23059312 0.19246705 0.09792147
66:1.640142 0.066262655 1.3589501 0.9241672 0.6989637 -0.6070627 -0.13134483 -1.1405727 0.2488744 -0.59031343
216:-0.15063491 -0.00053812173 0.081617326 0.36808863 -0.15777396 -0.7241595 0.115651764 -0.9825553 0.10944728 -0.1990221
89:0.49454212 -0.41484538 0.6154846 -0.3560735 0.19202536 -0.5536422 0.28791282 -0.1979918 -0.70824194 -0.22582297
963:-0.48666123 0.33581138 1.2008727 -0.0073295906 0.0668358 0.5702673 1.1605427 -0.26375452 0.08862912 -0.15892226
925:0.30961367 0.15645361 1.2872767 -0.073600255 0.27437785 0.7256177 1.2222049 -0.048371308 0.3719917 -0.6414757
608:-0.19271465 -0.03349648 0.09438203 0.04235151 0.38942367 -0.35569024 -0.26309624 0.46152252 0.22868605 0.550053
124:1.5586141 -0.46001807 0.046681248 0.034603737 0.96122605 -0.41127497 0.7962734 -0.067390054 0.89476556 -0.054938138
84:0.65650624 -0.19789925 0.32670203 -0.06498309 0.565291 -0.3201754 0.8073076 0.55321 0.8057894 0.3085647
833:1.4289196 -0.3766619 0.53261244 0.73695886 0.83551365 -0.5986445 0.460779 -1.0004159 0.43938917 -0.43698585
638:0.89636004 0.307972 0.09421773 -0.12970492 0.49550098 -0.6025016 0.57433635 -0.09232046 0.15204906 -0.28737673
8:0.5650687 0.3331999 0.89800984 0.575967 -0.17088114 -0.13095085 0.75500053 -1.1735445 0.014868945 -0.69108826
73:0.41598654 0.3280242 0.3544173 -0.01134815 -0.14850701 -0.21681896 0.30992636 0.16664152 0.6305935 0.10092609
941:-0.21479166 0.20160024 1.0708385 -0.03023858 0.057917904 0.4846073 0.549737 -0.1726779 0.10534449 -0.044136755
620:0.67592186 -0.57619363 0.41003197 0.2052008 0.5118191 -0.0051971963 0.108739935 -0.49979308 0.007354426 -0.16686796
307:0.2795869 -0.5795492 0.37521592 -0.551075 -0.086994976 -0.6599479 0.5375164 0.6729541 0.64811945 0.5753041
981:1.5440385 -0.35732934 0.74431634 0.3345941 0.8051236 -0.39837855 0.35371327 -0.48000437 0.6961485 -0.8441895
678:0.028214518 -0.30009976 0.23672701 -0.14227937 0.16193706 -0.09824936 0.11145317 0.49483556 0.5130679 0.26175085
501:0.4000101 -0.8083265 0.2591804 -0.29059374 0.15857355 -0.58115315 0.66318 0.3521715 0.70699877 0.291751
519:0.49086362 -0.4809007 0.80661434 0.063098386 -0.23027855 -0.33519757 0.26285946 -0.988694 -0.16133836 -0.5810687
276:0.036483996 0.5313031 0.2585269 -0.5937334 -0.35901183 -0.6319456 0.41788203 -0.84733844 -0.089579515 -0.75611365
164:0.2918755 -0.46138674 0.44407234 -0.46671268 -0.022231556 -0.2760479 0.5591697 0.09711838 0.08460994 0.12456044
170:0.055974443 -0.27873015 0.5637211 -0.12651871 -0.19119969 -0.56299704 0.021682138 -0.53398 -0.3314828 -0.31850895
